quadgram	frequency
to land acquisition and	12
of the public procurement	12
the national directorate of	12
the oversight of the	12
the acquisition of consulting	12
in schedule to the	12
government of sierra leone	12
with bank policies this	12
the borrower shall and	12
the governance of the	12
will be in accordance	12
other technical and financial	12
the funding cost margin	12
value chains and the	12
board of directors approve	12
with the ifad strategic	12
be integrated into the	12
the ifad policy on	12
actors involved in the	12
table project cost by	12
between the government and	12
of gdp in to	12
the ministry of fisheries	12
of the population lives	12
the importance of the	12
cause the program implementing	12
the date of the	12
yes no tbd environmental	12
equal to per cent	12
grant beneficiaries borrower counterpart	12
the key performance indicators	12
component is to support	12
pidisdsa date prepared updated	12
summary of the project	12
summary of the ea	12
of the program will	12
be prepared for the	12
that need to be	12
line with the national	12
aimed at improving the	12
as indicated in the	12
to adb and disclose	12
agricultural development in the	12
value addition and market	12
rehabilitation and maintenance of	12
and the lack of	12
the loan from the	12
the agriculture sector has	12
on a timely basis	12
for category a projects	12
implementation of and compliance	12
and monitoring of the	12
the beneficiary and adb	12
preparation of the esmf	12
ensure that all land	12
have been deemed satisfactory	12
the corporate results framework	12
popular and solidary economy	11
and included in the	11
contractual condition prior to	11
the impact of climate	11
have been incorporated into	11
to entry into force	11
of total expenditures claimed	11
be supported under the	11
is to improve access	11
rate per annum equal	11
index of african governance	11
ranks th out of	11
per annum equal to	11
plan prepared for the	11
and lessons learned from	11
to loan agreements and	11
the ministry of planning	11
the update to the	11
productivity of the agricultural	11
the members of the	11
the use of a	11
the government is committed	11
the general directorate of	11
women and per cent	11
vocational education and training	11
works contractor in accordance	11
and consultancy services financed	11
reports to the bank	11
for the selection of	11
recognize the right to	11
which will be prepared	11
youth in africa strategy	11
higher than the national	11
with environmental and social	11
start of the project	11
young higher education graduates	11
united nations framework convention	11
applicable to loan agreements	11
agricultural productivity and market	11
shall strictly monitor compliance	11
use of the national	11
contractual conditions precedent to	11
the promotion of youth	11
loan regulations and the	11
project is to increase	11
the private sector will	11
a resettlement action plan	11
foreign exchange total local	11
the summary of the	11
until the borrower has	11
that all land and	11
document of the inter	11
total expenditure claimed interest	11
deforestation and forest degradation	11
development and trade facilitation	11
present value of us	11
main source of income	11
urban and rural areas	11
the authority of the	11
to the fund within	11
charges on the loan	11
during implementation of the	11
components of the project	11
cost by component and	11
knowledge management will be	11
have not yet been	11
association and effectively recognize	11
research and extension services	11
summary of project cost	11
improve the efficiency of	11
intensification and diversification of	11
among the lowest in	11
account in respect of	11
to the works contractor	11
