entity	type	frequency
associations	ORG	2
anc	ORG	2
an environmental and social impact assessment (esia	ORG	2
ammonia	GPE	2
agribusiness msmes	PERSON	2
a world bank (wb	ORG	2
a technical committee	ORG	2
a rural sector development strategy	ORG	2
a project management team	ORG	2
a private sector leveraging strategy	ORG	2
a low-income food-deficit country,1	ORG	2
a financial net present value	ORG	2
a financial internal rate of return	ORG	2
a country dialogue, identification and preparation missions	ORG	2
zhob	PERSON	2
zambezia	GPE	2
zahlé	PERSON	2
yungas	GPE	2
yugan	GPE	2
youth entrepreneurship	ORG	2
young child feeding practices	ORG	2
yobe states	GPE	2
yangon	GPE	2
yamethin	PERSON	2
xayabury province	GPE	2
xof	ORG	2
world vision international	ORG	2
world natural heritage site	ORG	2
world development indicators	ORG	2
world bank''s	ORG	2
world bank logistics performance	ORG	2
world bank jamaica rural economic development	ORG	2
world bank data	ORG	2
world bank contact:	ORG	2
world bank borrowers	ORG	2
works or nonconsulting services	ORG	2
working committee	ORG	2
woredas	PERSON	2
wheat	PERSON	2
west centre	GPE	2
west beqaa	GPE	2
water user associations	ORG	2
water resources management project	ORG	2
water efficient maize for	ORG	2
waste-to energy	ORG	2
washington, dc	GPE	2
wakiso	GPE	2
wto	ORG	2
wrm	ORG	2
wra	ORG	2
wdi	ORG	2
vulnerable rural territories	GPE	2
vulnerability	ORG	2
volta	GPE	2
vol	PERSON	2
vitamin a	ORG	2
visayas	PERSON	2
viet nam’s	GPE	2
vientiane capital	ORG	2
vidarbha	PERSON	2
veterinary services institute	ORG	2
value chain development	ORG	2
vs	ORG	2
vpc/fmp	ORG	2
vi recommendation management	ORG	2
vera	ORG	2
vehicles	ORG	2
vc	ORG	2
vba	ORG	2
vam	ORG	2
v. legal framework	ORG	2
uzbek	ORG	2
usulután	GPE	2
upper guinea	GPE	2
upper east	GPE	2
united states agency for international development	ORG	2
united nations ohca-ci	ORG	2
united nations food and agriculture organization	ORG	2
ukrdorinvest	ORG	2
ugandan	ORG	2
utcf	ORG	2
utap	ORG	2
usf	ORG	2
usd/ua) category	ORG	2
usd/ua	ORG	2
usd m	ORG	2
usd african development fund	ORG	2
usa department	ORG	2
unsd	ORG	2
unocha	ORG	2
unicongo	ORG	2
unfpa	ORG	2
unfccc	GPE	2
unct	ORG	2
uncbd	ORG	2
un-women	ORG	2
ucode	ORG	2
ubos	ORG	2
ua thousand local currency foreign exchange total local currency foreign exchange	ORG	2
ua m	ORG	2
ua interest	ORG	2
ua 39.997.947	ORG	2
tunisia executing	ORG	2
tshopo	ORG	2
trustee	ORG	2
tribes, minor races	ORG	2
tribal peoples planning framework (tppf	ORG	2
transparency international’s corruption perceptions index	ORG	2
total project	ORG	2
total amount % amount % amount % amount % amount % amount 1	ORG	2
total amount % amount % amount % amount % amount % amount % amount 1	ORG	2
total amount % amount % amount % amount % 1	ORG	2
tony elumelu entrepreneurship program	ORG	2
ton	PERSON	2
tompro	LOC	2
tor	ORG	2
thomas john callander	PERSON	2
thematic linkages	PERSON	2
the national environmental protection agency	ORG	2
the world bank smallholder irrigated agriculture and market access project	ORG	2
the world bank resilient productive landscapes	ORG	2
the world bank malawi resilient productive landscapes project	ORG	2
the world bank khyber pakhthunkhwa irrigated agriculture improvement project	ORG	2
the world bank benin:	ORG	2
the unit for rural change	ORG	2
the technical committee	ORG	2
the sub-committee	ORG	2
the state authorities	ORG	2
the social management framework	ORG	2
the smallholder agriculture development for food and nutrition security	ORG	2
the siliana territorial development value chain promotion project	ORG	2
the savannah zone agricultural productivity improvement project	GPE	2
the republic of the union of myanmar	GPE	2
the republic of tunisia	GPE	2
the republic of sierra leone	GPE	2
the republic of peru	GPE	2
the republic of nicaragua	GPE	2
the republic of india	GPE	2
the republic of congo	GPE	2
the republic of benin	GPE	2
the republic of angola	GPE	2
the project steering committee	ORG	2
the project management and co-	ORG	2
the project executing agency	ORG	2
the project development objectives	ORG	2
the project coordinator	ORG	2
the program development objectives	ORG	2
the performance and learning review	ORG	2
the national steering committee	ORG	2
the national project steering committee	ORG	2
the national irrigation policy	ORG	2
the national five-year development plan	ORG	2
the national dairy strategy	ORG	2
the national climate change action plan	ORG	2
the namibia agricultural mechanisation	ORG	2
the morocco digital	ORG	2
the ministry of tourism	ORG	2
the ministry of planning and finance	ORG	2
the ministry of marine resources	ORG	2
the ministry of food, agriculture and livestock	ORG	2
the ministry of fisheries and agriculture	ORG	2
the ministry of environment	ORG	2
the ministry of agroindustry	ORG	2
the ministry of agriculture, irrigation and water development	ORG	2
the ministry of agriculture and rural development	ORG	2
the ministry of agriculture and natural resources	ORG	2
the ministry of agriculture (moa	ORG	2
the ministry of agriculture (minagri	ORG	2
the mid-term review	ORG	2
the lake chad	LOC	2
the key project indicators	ORG	2
the karnali river	LOC	2
the intergovernmental panel on climate change	ORG	2
the impact of climate change	ORG	2
the governorate of siliana	ORG	2
the ghana statistical service	ORG	2
the gef project identification form	ORG	2
the food and agriculture organization	ORG	2
the fiduciary agreements and requirements	ORG	2
the executing agency	ORG	2
the environmental and social management plan	ORG	2
the development objective	ORG	2
the department of finance	ORG	2
the competent environmental assessment authority	ORG	2
the central agricultural research institute	ORG	2
the bank’s disbursement letter	ORG	2
the agricultural value chain development programme	ORG	2
the agricultural markets, value addition and trade development project	ORG	2
the additional financing	ORG	2
the awp/bs	ORG	2
technical design review/baseline	ORG	2
technical annexes	PERSON	2
technical annex b5	ORG	2
taunggyi	PERSON	2
tangal	GPE	2
tajikistan	GPE	2
taita taveta	PERSON	2
tsf grant	ORG	2
trgm	ORG	2
tpia	ORG	2
tom2pro	ORG	2
tic	ORG	2
the union of myanmar	ORG	2
the democratic republic of congo	GPE	2
tbt	ORG	2
tbd forests	ORG	2
tbc	ORG	2
tarura	ORG	2
ta c7	GPE	2
ta a5	GPE	2
sédhiou	GPE	2
systematic country diagnostic	ORG	2
swat	GPE	2
sustainable management of land and environment	ORG	2
suriname	GPE	2
surface	ORG	2
sun accounting	ORG	2
sugarcane	PERSON	2
success	ORG	2
subtotal	GPE	2
subcomponent 2c	ORG	2
subcomponent 1.1	ORG	2
subcomponent 1	ORG	2
stung chinit south subproject	ORG	2
study	ORG	2
structured	ORG	2
strategy for agricultural transformation	ORG	2
state owned enterprises	ORG	2
state hydraulic works	ORG	2
st. vincent and the grenadines	GPE	2
st. lucia	GPE	2
spiti	ORG	2
specific	PERSON	2
special operations	ORG	2
special account	ORG	2
spanish cooperation	ORG	2
southern nations	ORG	2
south-sudan	GPE	2
south-east	LOC	2
south lebanon	GPE	2
south east	LOC	2
south central somalia	LOC	2
south asia‟	GPE	2
south africa’s	GPE	2
south african	GPE	2
source amount (ua) instrument	ORG	2
social safety nets	ORG	2
social safeguards specialist safeguard	ORG	2
social safeguards specialist	ORG	2
social management plan	ORG	2
social management frameworks	ORG	2
social land concession	ORG	2
social impacts environment	ORG	2
social impact assessments (	ORG	2
social impact 3.2.1 environment	ORG	2
social dialogue	ORG	2
social assessments	ORG	2
social assessment (sa	ORG	2
social accountability	ORG	2
smallholder agricultural productivity enhancement & commercialization	ORG	2
small producer organizations	ORG	2
skills development	ORG	2
siliana south	PERSON	2
sierra sur	ORG	2
sierra leone agricultural research institute	ORG	2
shwebo	GPE	2
shivar abhiyan	PERSON	2
sharif	PERSON	2
shan	PERSON	2
sesame	GPE	2
service providers	ORG	2
service	ORG	2
senegal river	LOC	2
semi-arid lands	ORG	2
selva	ORG	2
seed improvement project	ORG	2
second climate change action plan	ORG	2
scope	PERSON	2
saudi fund	ORG	2
saravia	ORG	2
santa fe	GPE	2
sana’a	GPE	2
san miguel	GPE	2
samarkand	GPE	2
salamat	ORG	2
saint-louis	GPE	2
sahyadri	ORG	2
sahelian	LOC	2
saharan africa	GPE	2
saharan	GPE	2
safety of dams	ORG	2
szl	ORG	2
swiofc	ORG	2
swio region	GPE	2
sustainable agricultural	ORG	2
strerp	ORG	2
strategic thrust & rationale	ORG	2
stass	ORG	2
star-p project	ORG	2
ssei	ORG	2
spo	ORG	2
south asia	ORG	2
snv	ORG	2
snp	ORG	2
snnr, tigray	ORG	2
snnpr	ORG	2
snnp	GPE	2
snmf	ORG	2
snip	ORG	2
sndi	ORG	2
smi	ORG	2
smart	ORG	2
sliepa	ORG	2
slari	ORG	2
sist	ORG	2
sigob	ORG	2
sic	ORG	2
si	PERSON	2
shcp	ORG	2
sess	ORG	2
senplades	ORG	2
senafic	ORG	2
seg	ORG	2
sdg 6	PERSON	2
sddci	PERSON	2
schedules allocation and withdrawal of loan proceeds	ORG	2
sc2.3	ORG	2
saris	ORG	2
sara	ORG	2
salt	ORG	2
sah	ORG	2
sagcot centre	ORG	2
safprom	ORG	2
safi	ORG	2
s. forman et al.	ORG	2
s&p	ORG	2
rwandan francs	GPE	2
rushton	GPE	2
rural young enterprises	ORG	2
rural transformation	ORG	2
rural sector performance assessment	ORG	2
rural restructuring agency	ORG	2
rural financial services programme	ORG	2
rural financial services	ORG	2
rural enterprises program	ORG	2
rural development project	ORG	2
rural development grant program	ORG	2
rural development agencies	ORG	2
rural areas	ORG	2
rural alliances	ORG	2
rossi	PERSON	2
roraima	GPE	2
romania	GPE	2
rodolfo tello	PERSON	2
rockefeller foundation	ORG	2
risks 	ORG	2
risks for animal health	ORG	2
rift valley	LOC	2
riceadvice	ORG	2
retroactive	ORG	2
results indicators	PERSON	2
resilience grant	PERSON	2
resettlement policy framework	ORG	2
research and development	ORG	2
republic of zambia	GPE	2
republic of	PERSON	2
regions ix	ORG	2
regions 9 and 10	ORG	2
regional project management units	ORG	2
regional integration strategy	ORG	2
region 9 and region 10	LOC	2
regba	GPE	2
red sea	LOC	2
reconnect, recover, revitalize	ORG	2
reclaimed	ORG	2
rationale 1.1 project linkages with country strategy	ORG	2
rationale 1.1	ORG	2
ramsar	LOC	2
radoniqi dam	PERSON	2
rsp	ORG	2
rpc	ORG	2
rleep	ORG	2
rlacc ii piu	PERSON	2
rims	ORG	2
results chain performance indicators means of verification	ORG	2
resp	ORG	2
regdf	LOC	2
recipient	PERSON	2
rdgp	ORG	2
rda	ORG	2
rcpca	ORG	2
rai	ORG	2
raf	ORG	2
r&d centers	ORG	2
quljeed	PERSON	2
qatar	GPE	2
qaraoun lake	LOC	2
qaraoun	GPE	2
qipr	ORG	2
puttalam	GPE	2
public-private partnership	ORG	2
public works department	ORG	2
prut	ORG	2
provincial councils and provincial ministries of agriculture	ORG	2
provincial councils	ORG	2
provincial consultation committees	ORG	2
provincial	PERSON	2
protocols of agreement	ORG	2
promote agricultural	ORG	2
project team	ORG	2
project provinces	ORG	2
project mid-term review report	ORG	2
project management, monitoring & evaluation	ORG	2
project design 2.7.1	ORG	2
progress reports	LOC	2
programme completion reporting impact	ORG	2
programme alignment	ORG	2
productivity improvement project	ORG	2
productive partnership	ORG	2
productive inclusion	ORG	2
producer organizations	ORG	2
producer cooperatives	PERSON	2
problem addressed	PERSON	2
prodaf-diffa’s	PERSON	2
private sector	ORG	2
priority intervention areas	ORG	2
premium	ORG	2
prakasam	PERSON	2
poyang	GPE	2
potosí	GPE	2
potato	GPE	2
post-harvest losses reduction	ORG	2
post-harvest loss reduction and youth employability	ORG	2
post-disaster needs assessment	ORG	2
portuguese cooperation trust fund	ORG	2
pointe-noire	ORG	2
platform for agricultural risk management	ORG	2
planting for food and jobs	ORG	2
plant protection	ORG	2
planning commission 2009	ORG	2
piémont	ORG	2
pillar ii agriculture	ORG	2
pillar 3 (social progression	ORG	2
physical contingencies	ORG	2
pest management plan	ORG	2
pest	LOC	2
pearl millet	PERSON	2
peanut	PERSON	2
paying agency	ORG	2
pará	ORG	2
parent	ORG	2
papua new guinea	GPE	2
pakistan facsimile number	ORG	2
pader	GPE	2
pzta	ORG	2
ptta/resepag	ORG	2
ptt	ORG	2
psg	GPE	2
psdsa	ORG	2
ps moaiwd	ORG	2
prosap iv lesson	ORG	2
prosap ii	ORG	2
proril	ORG	2
proposed pdo/results a.	ORG	2
promafi	ORG	2
prodesec	ORG	2
prodema	ORG	2
prodefil	PERSON	2
pri	ORG	2
prf executing agency	ORG	2
prf activities	ORG	2
presan-kl	ORG	2
prca	ORG	2
praps-niger	ORG	2
praps	ORG	2
ppm	ORG	2
ppdc	ORG	2
ppco	ORG	2
ppaao/waapp	ORG	2
ponadec	ORG	2
pnsadr-im	ORG	2
pniasa 2	ORG	2
pneei	PERSON	2
pndes	PERSON	2
pnde	ORG	2
pmu/partners/ts preparation	ORG	2
pme	ORG	2
pimelan	ORG	2
pes	ORG	2
pe	ORG	2
pdpfa	ORG	2
pdo indicator 2	ORG	2
pde	ORG	2
pdar	ORG	2
pdaire	ORG	2
pd 02/2015	ORG	2
pcg	ORG	2
pbo	ORG	2
pbas	ORG	2
pasadem	ORG	2
parm	ORG	2
parg-ii	ORG	2
parede-1 & 2	ORG	2
parede	ORG	2
paraguay	ORG	2
par ii af	ORG	2
papd	ORG	2
pampej	ORG	2
pamecas	ORG	2
pafo	ORG	2
pafej	ORG	2
pade	ORG	2
padcae	PERSON	2
pacigof/padec	ORG	2
p175588	ORG	2
p173480	GPE	2
p173398	GPE	2
p173104	ORG	2
p166072	PERSON	2
p163980	PERSON	2
p126744	LOC	2
p101209	ORG	2
p&d department	ORG	2
oversight authority	ORG	2
ouesso	PERSON	2
otte et al.	GPE	2
oromiya	GPE	2
ordu-giresun	ORG	2
operational results management system	ORG	2
operation & maintenance	ORG	2
open competitive bidding international	ORG	2
onlending agreements	ORG	2
onlending agreement	ORG	2
olom	ORG	2
obock	GPE	2
oblast	LOC	2
orqr	ORG	2
operation & maintenance vehicles	ORG	2
operat	ORG	2
op4.12	GPE	2
op/pb 4.12	ORG	2
op/bp4.11	ORG	2
op/bp 4.12 on involuntary resettlement	ORG	2
op/bp 4.10	ORG	2
ons	ORG	2
onca	ORG	2
onagri	ORG	2
ocha	ORG	2
occ	ORG	2
oc-dr	ORG	2
oag	ORG	2
o & m	ORG	2
nugaal	GPE	2
nuapada	GPE	2
northern rural growth program	ORG	2
north-east	GPE	2
north western	LOC	2
north rupununi	GPE	2
north kordofan state	GPE	2
north kordofan	GPE	2
north kodofan	GPE	2
north east	LOC	2
north centre	GPE	2
north central	LOC	2
nonstate public institutes	ORG	2
no lessons learnt actions	ORG	2
nkhata-bay	ORG	2
nkhata bay district	LOC	2
njala	GPE	2
ninh thuan	PERSON	2
nin-pratt et al.	ORG	2
nigeriens nourish nigeriens	PERSON	2
nicolas kotschoubey	PERSON	2
nicholas john valentine	PERSON	2
niari	ORG	2
ngozi, kirundo	ORG	2
ngounié	ORG	2
netherlands embassy	ORG	2
nature	ORG	2
natural disaster mitigation program ii	ORG	2
natural	GPE	2
national technical committee	ORG	2
national strategies	ORG	2
national statistics institute	ORG	2
national service for agri-food health, safety	ORG	2
national medium-term development plan	ORG	2
national insurance and reinsurance company	ORG	2
national government	ORG	2
national forest and landscape restoration	ORG	2
national comprehensive development plan	ORG	2
national committee for sub-national democratic and development secretariat	ORG	2
national climate change response strategy	ORG	2
national aid and ngo policy	ORG	2
national agriculture research and extension systems	ORG	2
national agriculture policy	ORG	2
national agricultural research institute	ORG	2
national agricultural laboratories	ORG	2
national agricultural investment plan	ORG	2
national adaptation program for action (napa	ORG	2
nangarhar	PERSON	2
nakaseke	PERSON	2
nagar dhaka	PERSON	2
nsp	ORG	2
nslcp	ORG	2
nship	ORG	2
nsedp	ORG	2
nsadp	ORG	2
nrz	ORG	2
nrl	ORG	2
nra	ORG	2
nps	ORG	2
np	ORG	2
north africa	GPE	2
norad	ORG	2
nnfu	ORG	2
nms	ORG	2
nitp	ORG	2
nimpif	ORG	2
nict	ORG	2
nicra	ORG	2
nhis	ORG	2
nh	ORG	2
nema	ORG	2
necalep	ORG	2
ndppco	PERSON	2
ncu	ORG	2
ncos	ORG	2
nbss	ORG	2
napcc	LOC	2
namboard	ORG	2
naic	PERSON	2
naeb	ORG	2
na err	ORG	2
na 4	ORG	2
